x,y
-0.1119114961747416,0.9921192194697286
-0.10695734325792762,0.9929199775166018
-0.10172113566533895,0.9936761364010198
-0.09621534261340692,0.994387993895315
-0.09045243331856266,0.9950558477718207
-0.08444487699724272,0.995679995802869
-0.07820514286587796,0.9962607357607929
-0.07174570014089951,0.9967983654179255
-0.06507901803874426,0.9972931825465993
-0.05821756577584305,0.9977454849191466
-0.051173812568626395,0.9981555703079004
-0.043960227633531954,0.9985237364851938
-0.036589280186990245,0.9988502812233587
-0.02907343944543165,0.9991355022947287
-0.021425174625294127,0.9993796974716364
-0.013656954943007893,0.9995831645264137
-0.005781249615003469,0.9997462012313945
0.002189472142281172,0.9998691053589104
0.010242741112415663,0.999952174681295
0.018366088078969955,0.9999957069708806
0.026547043825505597,1.0
0.034773139135592386,0.9999653515409858
0.04303190479280027,0.999892059366171
0.0513108715806908,0.9997804212478879
0.059597570282833925,0.9996307349584699
0.06787953168279928,0.9994432982702492
0.07614428656414875,0.9992184089555586
0.08437936571045193,0.9989563647867312
0.09257229990527881,0.9986574635360989
0.10071061993219092,0.9983220029759954
0.10878185657475821,0.9979502808787528
0.11677354061655049,0.997542595016704
0.12467320284112929,0.9970992431621815
0.13246837403206457,0.9966205230875185
0.14014658497292612,0.9961067325650474
0.14769536644727552,0.9955581693671012
0.15510224923868282,0.9949751312660123
0.1623547641307174,0.9943579160341133
0.16944044190694138,0.9937068214437373
0.1763468133509246,0.993022145267217
0.18306140924623607,0.9923041852768848
0.18957176037643858,0.991553239245074
0.1958653975251016,0.9907696049441169
0.20192985147579398,0.989953580146346
0.20775265301207904,0.9891054626240948
0.21332133291752572,0.9882255501496954
0.21862342197570295,0.9873141404954805
0.22364645097017424,0.9863715314337833
0.22837795068450853,0.9853980207369362
0.23494967723725152,0.9839389228417783
0.24217512629614313,0.9822813434250182
0.24938174020242715,0.9805732908120703
0.2565692667486609,0.9788149814031492
0.26373745372740237,0.9770066315984689
0.27088604893120205,0.9751484577982459
0.2780148001526176,0.973240676402694
0.28512345518420673,0.9712835038120277
0.29221176181852015,0.9692771564264634
0.29927946784811527,0.9672218506462152
0.30632632106554963,0.9651178028714971
0.31335206926337417,0.9629652295025253
0.3203564602341465,0.9607643469395144
0.32733924177042417,0.9585153715826784
0.33430016166475773,0.9562185198322336
0.34123896770970474,0.9538740080883941
0.34815540769782327,0.9514820527513743
0.35504922942166356,0.9490428702213902
0.3619201806737835,0.9465566768986562
0.3687680092467406,0.9440236891833865
0.3755924629330855,0.9414441234757975
0.38239328952537577,0.9388181961761031
0.3891702368161693,0.9361461236845176
0.39592305259801636,0.9334281224012572
0.40265148466347483,0.9306644087265366
0.40935528080510214,0.9278551990605695
0.41603418881544935,0.925000709803572
0.4226879564870738,0.9221011573557589
0.4293163316125331,0.9191567581173439
0.4359190619843778,0.9161677284885437
0.4424958953951659,0.913134284869572
0.4490465796374545,0.9100566436606434
0.45557086250379497,0.9069350212619745
0.4620684917867443,0.9037696340737786
0.4685392152788605,0.9005606984962703
0.47498278077269407,0.897308430929666
0.48139893606080275,0.8940130477741802
0.4877874289357435,0.8906747654300262
0.49414800719006824,0.8872938002974211
0.5004804186163336,0.8838703687765791
0.5067844110070974,0.8804046872677137
0.5130597321549105,0.8768969721710417
0.5193061298523307,0.8733474398867774
0.525523351891915,0.8697563068151343
0.5317111460662148,0.8661237893563297
0.537869260167787,0.8624501039105772
0.5439974419891893,0.8587354668780907
0.5500954393229731,0.8549800946590872
0.5561629999616957,0.851184203653781
0.5621998716979144,0.8473480102623846
0.5682058023241797,0.8434717308851166
0.5741805396330503,0.83955558192219
0.5801238314170823,0.8355997797738188
0.5860354254688277,0.83160454084022
0.5919150695808437,0.8275700815216073
0.5977625115456873,0.8234966182181945
0.6035774991559102,0.819384367330199
